int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,string,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int
2325,0,5,0,0,22,0,0,22,0,0,45,0,0,0,0,"+22 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2326,0,5,0,0,23,0,0,23,0,0,45,0,0,0,0,"+23 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2327,0,5,0,0,25,0,0,25,0,0,45,0,0,0,0,"+25 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2328,0,5,0,0,26,0,0,26,0,0,45,0,0,0,0,"+26 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2329,0,5,0,0,27,0,0,27,0,0,45,0,0,0,0,"+27 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2330,0,5,0,0,28,0,0,28,0,0,45,0,0,0,0,"+28 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2331,0,5,0,0,29,0,0,29,0,0,45,0,0,0,0,"+29 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2332,0,5,0,0,30,0,0,30,0,0,45,0,0,0,0,"+30 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2333,0,5,0,0,32,0,0,32,0,0,45,0,0,0,0,"+32 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2334,0,5,0,0,33,0,0,33,0,0,45,0,0,0,0,"+33 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2335,0,5,0,0,34,0,0,34,0,0,45,0,0,0,0,"+34 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2336,0,5,0,0,35,0,0,35,0,0,45,0,0,0,0,"+35 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2337,0,5,0,0,36,0,0,36,0,0,45,0,0,0,0,"+36 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2338,0,5,0,0,37,0,0,37,0,0,45,0,0,0,0,"+37 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2339,0,5,0,0,39,0,0,39,0,0,45,0,0,0,0,"+39 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2340,0,5,0,0,40,0,0,40,0,0,45,0,0,0,0,"+40 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2341,0,5,0,0,41,0,0,41,0,0,45,0,0,0,0,"+41 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2342,0,5,0,0,42,0,0,42,0,0,45,0,0,0,0,"+42 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2343,0,5,0,0,43,0,0,43,0,0,45,0,0,0,0,"+43 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,151,0,0,0,0,0,0
2344,0,5,0,0,44,0,0,44,0,0,45,0,0,0,0,"+44 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2363,0,3,0,0,0,0,0,0,0,0,21359,0,0,0,0,"+1 point de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2364,0,3,0,0,0,0,0,0,0,0,21621,0,0,0,0,"+1 point de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2365,0,3,0,0,0,0,0,0,0,0,21622,0,0,0,0,"+1 point de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2366,0,5,0,0,2,0,0,2,0,0,43,0,0,0,0,"+2 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2367,0,5,0,0,2,0,0,2,0,0,43,0,0,0,0,"+2 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2368,0,5,0,0,2,0,0,2,0,0,43,0,0,0,0,"+2 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2369,0,5,0,0,3,0,0,3,0,0,43,0,0,0,0,"+3 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2370,0,5,0,0,3,0,0,3,0,0,43,0,0,0,0,"+3 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2371,0,5,0,0,4,0,0,4,0,0,43,0,0,0,0,"+4 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2372,0,5,0,0,4,0,0,4,0,0,43,0,0,0,0,"+4 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2373,0,5,0,0,4,0,0,4,0,0,43,0,0,0,0,"+4 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2374,0,5,0,0,5,0,0,5,0,0,43,0,0,0,0,"+5 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2375,0,5,0,0,5,0,0,5,0,0,43,0,0,0,0,"+5 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2376,0,5,0,0,6,0,0,6,0,0,43,0,0,0,0,"+6 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2377,0,5,0,0,6,0,0,6,0,0,43,0,0,0,0,"+6 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2378,0,5,0,0,6,0,0,6,0,0,43,0,0,0,0,"+6 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2379,0,5,0,0,7,0,0,7,0,0,43,0,0,0,0,"+7 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2380,0,5,0,0,7,0,0,7,0,0,43,0,0,0,0,"+7 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2381,0,5,0,0,10,0,0,10,0,0,43,0,0,0,0,"+10 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2382,0,5,0,0,8,0,0,8,0,0,43,0,0,0,0,"+8 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2383,0,5,0,0,8,0,0,8,0,0,43,0,0,0,0,"+8 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2384,0,5,0,0,9,0,0,9,0,0,43,0,0,0,0,"+9 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2385,0,5,0,0,9,0,0,9,0,0,43,0,0,0,0,"+9 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2386,0,5,0,0,10,0,0,10,0,0,43,0,0,0,0,"+10 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2387,0,5,0,0,10,0,0,10,0,0,43,0,0,0,0,"+10 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2388,0,5,0,0,10,0,0,10,0,0,43,0,0,0,0,"+10 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2389,0,5,0,0,11,0,0,11,0,0,43,0,0,0,0,"+11 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2390,0,5,0,0,11,0,0,11,0,0,43,0,0,0,0,"+11 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2391,0,5,0,0,12,0,0,12,0,0,43,0,0,0,0,"+12 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2392,0,5,0,0,12,0,0,12,0,0,43,0,0,0,0,"+12 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2393,0,5,0,0,12,0,0,12,0,0,43,0,0,0,0,"+12 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2394,0,5,0,0,13,0,0,13,0,0,43,0,0,0,0,"+13 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2395,0,5,0,0,13,0,0,13,0,0,43,0,0,0,0,"+13 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2396,0,5,0,0,14,0,0,14,0,0,43,0,0,0,0,"+14 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2397,0,5,0,0,14,0,0,14,0,0,43,0,0,0,0,"+14 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2398,0,5,0,0,14,0,0,14,0,0,43,0,0,0,0,"+14 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2399,0,5,0,0,15,0,0,15,0,0,43,0,0,0,0,"+15 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2400,0,5,0,0,15,0,0,15,0,0,43,0,0,0,0,"+15 points de mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2401,0,3,0,0,0,0,0,0,0,0,21587,0,0,0,0,"+1 point de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2402,0,3,0,0,0,0,0,0,0,0,21588,0,0,0,0,"+1 point de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2403,0,3,0,0,0,0,0,0,0,0,21589,0,0,0,0,"+1 point de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2404,0,3,0,0,0,0,0,0,0,0,21590,0,0,0,0,"+1 point de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2405,0,3,0,0,0,0,0,0,0,0,21345,0,0,0,0,"+1 point de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2406,0,3,0,0,0,0,0,0,0,0,21346,0,0,0,0,"+2 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2407,0,3,0,0,0,0,0,0,0,0,21592,0,0,0,0,"+2 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2408,0,3,0,0,0,0,0,0,0,0,21593,0,0,0,0,"+2 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2409,0,3,0,0,0,0,0,0,0,0,21594,0,0,0,0,"+2 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2410,0,3,0,0,0,0,0,0,0,0,21347,0,0,0,0,"+3 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2411,0,3,0,0,0,0,0,0,0,0,21595,0,0,0,0,"+3 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2412,0,3,0,0,0,0,0,0,0,0,21596,0,0,0,0,"+3 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2413,0,3,0,0,0,0,0,0,0,0,21597,0,0,0,0,"+3 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2414,0,3,0,0,0,0,0,0,0,0,21598,0,0,0,0,"+4 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2415,0,3,0,0,0,0,0,0,0,0,21348,0,0,0,0,"+4 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2416,0,3,0,0,0,0,0,0,0,0,21599,0,0,0,0,"+4 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2417,0,3,0,0,0,0,0,0,0,0,21600,0,0,0,0,"+4 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2418,0,3,0,0,0,0,0,0,0,0,21601,0,0,0,0,"+5 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2419,0,3,0,0,0,0,0,0,0,0,21602,0,0,0,0,"+5 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2420,0,3,0,0,0,0,0,0,0,0,20885,0,0,0,0,"+5 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2421,0,3,0,0,0,0,0,0,0,0,21603,0,0,0,0,"+5 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2422,0,3,0,0,0,0,0,0,0,0,21604,0,0,0,0,"+6 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2423,0,3,0,0,0,0,0,0,0,0,21605,0,0,0,0,"+6 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2424,0,3,0,0,0,0,0,0,0,0,21606,0,0,0,0,"+6 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2425,0,3,0,0,0,0,0,0,0,0,21349,0,0,0,0,"+6 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2426,0,3,0,0,0,0,0,0,0,0,21607,0,0,0,0,"+7 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2427,0,3,0,0,0,0,0,0,0,0,21608,0,0,0,0,"+7 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2428,0,3,0,0,0,0,0,0,0,0,21609,0,0,0,0,"+7 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2429,0,3,0,0,0,0,0,0,0,0,21610,0,0,0,0,"+7 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2430,0,3,0,0,0,0,0,0,0,0,21109,0,0,0,0,"+8 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2431,0,3,0,0,0,0,0,0,0,0,21611,0,0,0,0,"+8 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2432,0,3,0,0,0,0,0,0,0,0,21612,0,0,0,0,"+8 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2433,0,3,0,0,0,0,0,0,0,0,21613,0,0,0,0,"+8 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2434,0,3,0,0,0,0,0,0,0,0,21614,0,0,0,0,"+9 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2435,0,3,0,0,0,0,0,0,0,0,21350,0,0,0,0,"+9 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2436,0,3,0,0,0,0,0,0,0,0,21615,0,0,0,0,"+9 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2437,0,3,0,0,0,0,0,0,0,0,21616,0,0,0,0,"+9 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2438,0,3,0,0,0,0,0,0,0,0,21617,0,0,0,0,"+10 points de vie toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2443,0,3,0,0,0,0,0,0,0,0,21930,0,0,0,0,"+7 aux dégâts des sorts de Givre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2463,0,4,0,0,7,0,0,7,0,0,2,0,0,0,0,"+7 à la résistance au Feu",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2483,0,4,0,0,5,0,0,5,0,0,2,0,0,0,0,"+5 à la résistance au Feu",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,50
2484,0,4,0,0,5,0,0,5,0,0,4,0,0,0,0,"+5 à la résistance au Givre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,50
2485,0,4,0,0,5,0,0,5,0,0,6,0,0,0,0,"+5 à la résistance aux Arcanes",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,50
2486,0,4,0,0,5,0,0,5,0,0,3,0,0,0,0,"+5 à la résistance à la Nature",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,50
2487,0,4,0,0,5,0,0,5,0,0,5,0,0,0,0,"+5 à la résistance à l'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,50
2488,0,3,0,0,0,0,0,0,0,0,18676,0,0,0,0,"+5 à toutes les résistances",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,50
2503,0,5,0,0,5,0,0,5,0,0,12,0,0,0,0,"+5 au score de défense",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,50
2504,0,5,0,0,30,0,0,30,0,0,45,33027,0,0,0,"+30 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,107,0,0,0,0,0,0
2505,0,5,0,0,29,0,0,29,0,0,45,0,0,0,0,"+29 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,103,0,0,0,0,0,0
2506,0,5,0,0,28,0,0,28,0,0,19,0,0,0,0,"+28 au score de critique en mêlée",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,28,0,0,0,0,0,0
2523,0,5,0,0,30,0,0,30,0,0,17,0,0,0,0,"+30 au score de toucher à distance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,50
2543,0,5,0,0,10,0,0,10,0,0,36,0,0,0,0,"+10 au score de hâte",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,50
2544,0,5,0,0,8,0,0,8,0,0,45,0,0,0,0,"+8 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,50
2545,0,5,0,0,12,0,0,12,0,0,13,0,0,0,0,"+12 au score d'esquive",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,50
2563,0,5,0,0,15,0,0,15,0,0,4,0,0,0,0,"+15 Force",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,125,0,0,0,0,0,0
2564,0,5,0,0,15,0,0,15,0,0,3,0,0,0,0,"+15 Agilité",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,125,0,0,0,0,0,0
2565,0,5,0,0,5,0,0,5,0,0,43,0,0,0,0,"5 à la régén. mana toutes les 5 sec.",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2566,0,5,0,0,13,0,0,13,0,0,45,0,0,0,0,"+13 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2567,0,5,0,0,20,0,0,20,0,0,6,0,0,0,0,"+20 Esprit",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,29,0,0,0,0,0,0
2568,0,5,0,0,22,0,0,22,0,0,5,0,0,0,0,"+22 Intelligence",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,29,0,0,0,0,0,0
2583,0,5,5,3,10,10,0,10,10,0,12,7,23203,0,0,"+10 Score de défense +10 Endurance +30 Valeur de blocage",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,60
2584,0,5,5,5,12,10,10,12,10,10,45,12,7,0,0,"+10 Défense/+10 Endurance/+12 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,60
2585,0,5,5,0,28,12,0,28,12,0,38,13,0,0,0,"+28 à la puissance d'attaque/+12 au score d'esquive",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,0
2586,0,5,5,5,24,10,10,24,10,10,39,7,31,0,0,"+24 à la puissance d'attaque à distance/+10 Endurance/+10 au score de toucher",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,0
2587,0,5,5,0,13,15,0,13,15,0,45,5,0,0,0,"+13 à la puissance des sorts et +15 Intelligence",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,60
2588,0,5,5,0,18,8,0,18,8,0,45,31,0,0,0,"+18 à la puissance des sorts et +8 au score de toucher",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,60
2589,0,5,5,0,18,10,0,18,10,0,45,7,0,0,0,"+18 à la puissance des sorts et +10 Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,60
2590,0,5,5,5,13,10,5,13,10,5,45,7,43,0,0,"+13 à la puissance des sorts/+10 Endurance/+5 points de mana toutes les 5 secondes",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,60
2591,0,5,5,5,12,10,10,12,10,10,45,7,5,0,0,"+10 Intelligence/+10 Endurance/+12 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,60
2603,0,3,0,0,0,0,0,0,0,0,24303,0,0,0,0,"+2 en Pêche",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2604,0,5,0,0,18,0,0,18,0,0,45,0,0,0,0,"+18 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,55
2605,0,5,0,0,18,0,0,18,0,0,45,0,0,0,0,"+18 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,-1,1,0,0,0,0,55
2606,0,5,0,0,30,0,0,30,0,0,38,0,0,0,0,"+30 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,1,0,0,0,0,55
2607,0,5,0,0,12,0,0,12,0,0,45,0,0,0,0,"+12 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2608,0,5,0,0,13,0,0,13,0,0,45,0,0,0,0,"+13 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2609,0,5,0,0,15,0,0,15,0,0,45,0,0,0,0,"+15 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2610,0,5,0,0,14,0,0,14,0,0,45,0,0,0,0,"+14 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"zzOLDBlank",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2612,0,5,0,0,18,0,0,18,0,0,45,0,0,0,0,"+18 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2613,0,3,0,0,0,0,0,0,0,0,25063,0,0,0,0,"+2% à la menace",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2614,0,3,0,0,0,0,0,0,0,0,25064,0,0,0,0,"+20 à la puissance des sorts d'Ombre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2615,0,3,0,0,0,0,0,0,0,0,25066,0,0,0,0,"+20 à la puissance des sorts de Givre",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2616,0,3,0,0,0,0,0,0,0,0,25065,0,0,0,0,"+20 à la puissance des sorts de Feu",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2617,0,5,0,0,16,0,0,16,0,0,45,0,0,0,0,"+16 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2618,0,5,0,0,15,0,0,15,0,0,3,0,0,0,0,"+15 Agilité",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2619,0,4,0,0,15,0,0,15,0,0,2,0,0,0,0,"+15 à la résistance au Feu",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2620,0,4,0,0,15,0,0,15,0,0,3,0,0,0,0,"+15 à la résistance à la Nature",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
2621,0,3,0,0,0,0,0,0,0,0,25070,0,0,0,0,"Menace diminuée de 2%",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,0,0
